"","ensembl_gene_id","hgnc_symbol"
"17676","ENSG00000198271","KRTAP4-5"
"17677","ENSG00000198276","UCKL1"
"17678","ENSG00000198277",""
"17679","ENSG00000198283","OR5B21"
"17680","ENSG00000198284","NUP210P1"
"17681","ENSG00000198286","CARD11"
"17682","ENSG00000198298","ZNF485"
"17683","ENSG00000198300","PEG3"
"17684","ENSG00000198301","SDAD1"
"17685","ENSG00000198312","BMS1P9"
"17686","ENSG00000198315","ZKSCAN8"
"17687","ENSG00000198324","PHETA1"
"17688","ENSG00000198326","TMEM239"
"17689","ENSG00000198331","HYLS1"
"17690","ENSG00000198336","MYL4"
"17691","ENSG00000198342","ZNF442"
"17692","ENSG00000198346","ZNF813"
"17693","ENSG00000198353","HOXC4"
"17694","ENSG00000198354","DCAF12L2"
"17695","ENSG00000198355","PIM3"
"17696","ENSG00000198356","GET3"
"17697","ENSG00000198358",""
"17698","ENSG00000198363","ASPH"
"17699","ENSG00000198367","OR7A11P"
"17700","ENSG00000198369","SPRED2"
"17701","ENSG00000198373","WWP2"
"17702","ENSG00000198380","GFPT1"
"17703","ENSG00000198382","UVRAG"
"17704","ENSG00000198390","KRTAP13-1"
"17705","ENSG00000198393","ZNF26"
"17706","ENSG00000198398","TMEM207"
"17707","ENSG00000198399","ITSN2"
"17708","ENSG00000198400","NTRK1"
"17709","ENSG00000198406","BZW1P2"
"17710","ENSG00000198408","OGA"
"17711","ENSG00000198414","TATDN2P1"
"17712","ENSG00000198416","ZNF658B"
"17713","ENSG00000198417","MT1F"
"17714","ENSG00000198420","TCAF1"
"17715","ENSG00000198429","ZNF69"
"17716","ENSG00000198431","TXNRD1"
"17717","ENSG00000198435","NRARP"
"17718","ENSG00000198440","ZNF583"
"17719","ENSG00000198443","KRTAP4-1"
"17720","ENSG00000198445","CCT8L2"
"17721","ENSG00000198452","OR14L1P"
"17722","ENSG00000198453","ZNF568"
"17723","ENSG00000198454","LINC02692"
"17724","ENSG00000198455","ZXDB"
"17725","ENSG00000198464","ZNF480"
"17726","ENSG00000198466","ZNF587"
"17727","ENSG00000198467","TPM2"
"17728","ENSG00000198468","FLVCR1-DT"
"17729","ENSG00000198471","RTP2"
"17730","ENSG00000198478","SH3BGRL2"
"17731","ENSG00000198482","ZNF808"
"17732","ENSG00000198483","ANKRD35"
"17733","ENSG00000198488","B3GNT6"
"17734","ENSG00000198491",""
"17735","ENSG00000198492","YTHDF2"
"17736","ENSG00000198496","NBR2"
"17737","ENSG00000198498","TMA16"
"17738","ENSG00000198502","HLA-DRB5"
"17739","ENSG00000198513","ATL1"
"17740","ENSG00000198515","CNGA1"
"17741","ENSG00000198517","MAFK"
"17742","ENSG00000198520","ARMH1"
"17743","ENSG00000198521","ZNF43"
"17744","ENSG00000198522","GPN1"
"17745","ENSG00000198523","PLN"
"17746","ENSG00000198526","PABPC1P2"
"17747","ENSG00000198535","C2CD4A"
"17748","ENSG00000198538","ZNF28"
"17749","ENSG00000198542","ITGBL1"
"17750","ENSG00000198546","ZNF511"
"17751","ENSG00000198547","C20orf203"
"17752","ENSG00000198551","ZNF627"
"17753","ENSG00000198553","KCNRG"
"17754","ENSG00000198554","WDHD1"
"17755","ENSG00000198555",""
"17756","ENSG00000198556","ZNF789"
"17757","ENSG00000198561","CTNND1"
"17758","ENSG00000198563","DDX39B"
"17759","ENSG00000198569","SLC34A3"
"17760","ENSG00000198570","RD3"
"17761","ENSG00000198573","SPANXC"
"17762","ENSG00000198574","SH2D1B"
"17763","ENSG00000198576","ARC"
"17764","ENSG00000198580",""
"17765","ENSG00000198585","NUDT16"
"17766","ENSG00000198586","TLK1"
"17767","ENSG00000198589","LRBA"
"17768","ENSG00000198590","C3orf35"
"17769","ENSG00000198597","ZNF536"
"17770","ENSG00000198598","MMP17"
"17771","ENSG00000198601","OR2M2"
"17772","ENSG00000198604","BAZ1A"
"17773","ENSG00000198610","AKR1C4"
"17774","ENSG00000198612","COPS8"
"17775","ENSG00000198618","PPIAP22"
"17776","ENSG00000198624","CCDC69"
"17777","ENSG00000198625","MDM4"
"17778","ENSG00000198626","RYR2"
"17779","ENSG00000198633","ZNF534"
"17780","ENSG00000198642","KLHL9"
"17781","ENSG00000198643","FAM3D"
"17782","ENSG00000198646","NCOA6"
"17783","ENSG00000198648","STK39"
"17784","ENSG00000198650","TAT"
"17785","ENSG00000198658","ABHD17AP1"
"17786","ENSG00000198663","C6orf89"
"17787","ENSG00000198668","CALM1"
"17788","ENSG00000198670","LPA"
"17789","ENSG00000198671",""
"17790","ENSG00000198673","TAFA2"
"17791","ENSG00000198674","OR10G6"
"17792","ENSG00000198677","TTC37"
"17793","ENSG00000198678","OR5BS1P"
"17794","ENSG00000198680","TUSC1"
"17795","ENSG00000198681","MAGEA1"
"17796","ENSG00000198682","PAPSS2"
"17797","ENSG00000198685","LINC01565"
"17798","ENSG00000198689","SLC9A6"
"17799","ENSG00000198690","FAN1"
"17800","ENSG00000198691","ABCA4"
"17801","ENSG00000198692","EIF1AY"
"17802","ENSG00000198695","MT-ND6"
"17803","ENSG00000198700","IPO9"
"17804","ENSG00000198703","OR10R3P"
"17805","ENSG00000198704","GPX6"
"17806","ENSG00000198707","CEP290"
"17807","ENSG00000198711","SSBP3-AS1"
"17808","ENSG00000198712","MT-CO2"
"17809","ENSG00000198715","GLMP"
"17810","ENSG00000198718","TOGARAM1"
"17811","ENSG00000198719","DLL1"
"17812","ENSG00000198720","ANKRD13B"
"17813","ENSG00000198721","ECI2"
"17814","ENSG00000198722","UNC13B"
"17815","ENSG00000198723","TEX45"
"17816","ENSG00000198727","MT-CYB"
"17817","ENSG00000198728","LDB1"
"17818","ENSG00000198729","PPP1R14C"
"17819","ENSG00000198730","CTR9"
"17820","ENSG00000198732","SMOC1"
"17821","ENSG00000198734","F5"
"17822","ENSG00000198736","MSRB1"
"17823","ENSG00000198738","SMIM11P1"
"17824","ENSG00000198739","LRRTM3"
"17825","ENSG00000198740","ZNF652"
"17826","ENSG00000198742","SMURF1"
"17827","ENSG00000198743","SLC5A3"
"17828","ENSG00000198744","MTCO3P12"
"17829","ENSG00000198746","GPATCH3"
"17830","ENSG00000198752","CDC42BPB"
"17831","ENSG00000198753","PLXNB3"
"17832","ENSG00000198754","OXCT2"
"17833","ENSG00000198755","RPL10A"
"17834","ENSG00000198756","COLGALT2"
"17835","ENSG00000198758","EPS8L3"
"17836","ENSG00000198759","EGFL6"
"17837","ENSG00000198763","MT-ND2"
"17838","ENSG00000198765","SYCP1"
"17839","ENSG00000198768","APCDD1L"
"17840","ENSG00000198771","RCSD1"
"17841","ENSG00000198774","RASSF9"
"17842","ENSG00000198780","FAM169A"
"17843","ENSG00000198783","ZNF830"
"17844","ENSG00000198785","GRIN3A"
"17845","ENSG00000198786","MT-ND5"
"17846","ENSG00000198787","OR7E103P"
"17847","ENSG00000198788","MUC2"
"17848","ENSG00000198791","CNOT7"
"17849","ENSG00000198792","TMEM184B"
"17850","ENSG00000198793","MTOR"
"17851","ENSG00000198794","SCAMP5"
"17852","ENSG00000198795","ZNF521"
"17853","ENSG00000198796","ALPK2"
"17854","ENSG00000198797","BRINP2"
"17855","ENSG00000198798","MAGEB3"
"17856","ENSG00000198799","LRIG2"
"17857","ENSG00000198804","MT-CO1"
"17858","ENSG00000198805","PNP"
"17859","ENSG00000198807","PAX9"
"17860","ENSG00000198812","LRRC10"
"17861","ENSG00000198814","GK"
"17862","ENSG00000198815","FOXJ3"
"17863","ENSG00000198816","ZNF358"
"17864","ENSG00000198818","SFT2D1"
"17865","ENSG00000198821","CD247"
"17866","ENSG00000198822","GRM3"
"17867","ENSG00000198824","CHAMP1"
"17868","ENSG00000198825","INPP5F"
"17869","ENSG00000198826","ARHGAP11A"
"17870","ENSG00000198829","SUCNR1"
"17871","ENSG00000198830","HMGN2"
"17872","ENSG00000198832","SELENOM"
"17873","ENSG00000198833","UBE2J1"
"17874","ENSG00000198835","GJC2"
"17875","ENSG00000198836","OPA1"
"17876","ENSG00000198837","DENND4B"
"17877","ENSG00000198838","RYR3"
"17878","ENSG00000198839","ZNF277"
"17879","ENSG00000198840","MT-ND3"
"17880","ENSG00000198841","KTI12"
"17881","ENSG00000198842","STYXL2"
"17882","ENSG00000198843","SELENOT"
"17883","ENSG00000198844","ARHGEF15"
"17884","ENSG00000198846","TOX"
"17885","ENSG00000198848","CES1"
"17886","ENSG00000198851","CD3E"
"17887","ENSG00000198853","RUSC2"
"17888","ENSG00000198854","C1orf68"
"17889","ENSG00000198855","FICD"
"17890","ENSG00000198856","OSTC"
"17891","ENSG00000198857","HSD3BP5"
"17892","ENSG00000198858","R3HDM4"
"17893","ENSG00000198860","TSEN15"
"17894","ENSG00000198862","LTN1"
"17895","ENSG00000198863","RUNDC1"
"17896","ENSG00000198865","CCDC152"
"17897","ENSG00000198868","MTND4LP30"
"17898","ENSG00000198870","STKLD1"
"17899","ENSG00000198873","GRK5"
"17900","ENSG00000198874","TYW1"
"17901","ENSG00000198876","DCAF12"
"17902","ENSG00000198879","SFMBT2"
"17903","ENSG00000198881","ASB12"
"17904","ENSG00000198883","PNMA5"
"17905","ENSG00000198885","ITPRIPL1"
"17906","ENSG00000198886","MT-ND4"
"17907","ENSG00000198887","SMC5"
"17908","ENSG00000198888","MT-ND1"
"17909","ENSG00000198889","DCAF12L1"
"17910","ENSG00000198890","PRMT6"
"17911","ENSG00000198892","SHISA4"
"17912","ENSG00000198894","CIPC"
"17913","ENSG00000198898","CAPZA2"
"17914","ENSG00000198899","MT-ATP6"
"17915","ENSG00000198900","TOP1"
"17916","ENSG00000198901","PRC1"
"17917","ENSG00000198908","BHLHB9"
"17918","ENSG00000198909","MAP3K3"
"17919","ENSG00000198910","L1CAM"
"17920","ENSG00000198911","SREBF2"
"17921","ENSG00000198912","C1orf174"
"17922","ENSG00000198914","POU3F3"
"17923","ENSG00000198915","RASGEF1A"
"17924","ENSG00000198917","SPOUT1"
"17925","ENSG00000198918","RPL39"
"17926","ENSG00000198919","DZIP3"
"17927","ENSG00000198920","KIAA0753"
"17928","ENSG00000198923",""
"17929","ENSG00000198924","DCLRE1A"
"17930","ENSG00000198925","ATG9A"
"17931","ENSG00000198929","NOS1AP"
"17932","ENSG00000198930","CSAG1"
"17933","ENSG00000198931","APRT"
"17934","ENSG00000198932","GPRASP1"
"17935","ENSG00000198933","TBKBP1"
"17936","ENSG00000198934","MAGEE1"
"17937","ENSG00000198937","CCDC167"
"17938","ENSG00000198938","MT-CO3"
"17939","ENSG00000198939","ZFP2"
"17940","ENSG00000198944","SOWAHA"
"17941","ENSG00000198945","L3MBTL3"
"17942","ENSG00000198947","DMD"
"17943","ENSG00000198948","MFAP3L"
"17944","ENSG00000198951","NAGA"
"17945","ENSG00000198952","SMG5"
"17946","ENSG00000198954","KIFBP"
"17947","ENSG00000198959","TGM2"
"17948","ENSG00000198960","ARMCX6"
"17949","ENSG00000198961","PJA2"
"17950","ENSG00000198963","RORB"
"17951","ENSG00000198964","SGMS1"
"17952","ENSG00000198965","OR10R2"
"17953","ENSG00000198967","OR10Z1"
"17954","ENSG00000198972","MIRLET7E"
"17955","ENSG00000198973","MIR375"
"17956","ENSG00000198974","MIR30E"
"17957","ENSG00000198975","MIRLET7A2"
"17958","ENSG00000198976","MIR429"
"17959","ENSG00000198982","MIR380"
"17960","ENSG00000198983","MIR449A"
"17961","ENSG00000198984","MIR345"
"17962","ENSG00000198987","MIR16-2"
"17963","ENSG00000198995","MIR340"
"17964","ENSG00000198997","MIR107"
"17965","ENSG00000199001","MIR448"
"17966","ENSG00000199005","MIR370"
"17967","ENSG00000199012","MIR412"
"17968","ENSG00000199015","MIR377"
"17969","ENSG00000199017","MIR1-1"
"17970","ENSG00000199020","MIR381"
"17971","ENSG00000199023","MIR339"
"17972","ENSG00000199024","MIR103A2"
"17973","ENSG00000199025","MIR369"
"17974","ENSG00000199030","MIRLET7C"
"17975","ENSG00000199031","MIR371A"
"17976","ENSG00000199032","MIR425"
"17977","ENSG00000199035","MIR103A1"
"17978","ENSG00000199036","MIR219A1"
"17979","ENSG00000199038","MIR210"
"17980","ENSG00000199043","MIR335"
"17981","ENSG00000199047","MIR378A"
"17982","ENSG00000199051","MIR361"
"17983","ENSG00000199053","MIR324"
"17984","ENSG00000199059","MIR135B"
"17985","ENSG00000199065","MIR101-2"
"17986","ENSG00000199069","MIR323A"
"17987","ENSG00000199072","MIRLET7F1"
"17988","ENSG00000199075","MIR26A1"
"17989","ENSG00000199077","MIR129-2"
"17990","ENSG00000199080","MIR133B"
"17991","ENSG00000199082","MIR342"
"17992","ENSG00000199085","MIR148A"
"17993","ENSG00000199088","MIR379"
"17994","ENSG00000199090","MIR326"
"17995","ENSG00000199092","MIR410"
"17996","ENSG00000199094","MIR30C2"
"17997","ENSG00000199095","MIR372"
"17998","ENSG00000199102","MIR302C"
"17999","ENSG00000199104","MIR346"
"18000","ENSG00000199107","MIR409"
"18001","ENSG00000199109","MIR411"
"18002","ENSG00000199121","MIR26B"
"18003","ENSG00000199122","MIR148B"
"18004","ENSG00000199127","MIR383"
"18005","ENSG00000199130","MIR365A"
"18006","ENSG00000199132","MIR450A1"
"18007","ENSG00000199133","MIRLET7D"
"18008","ENSG00000199135","MIR101-1"
"18009","ENSG00000199143","MIR373"
"18010","ENSG00000199145","MIR302D"
"18011","ENSG00000199150","MIRLET7G"
"18012","ENSG00000199151","MIR337"
"18013","ENSG00000199153","MIR30D"
"18014","ENSG00000199156","MIR422A"
"18015","ENSG00000199157","MIR208A"
"18016","ENSG00000199158","MIR96"
"18017","ENSG00000199161","MIR126"
"18018","ENSG00000199165","MIRLET7A1"
"18019","ENSG00000199168","MIR374A"
"18020","ENSG00000199169","MIR367"
"18021","ENSG00000199172","MIR331"
"18022","ENSG00000199177","MIR31"
"18023","ENSG00000199179","MIRLET7I"
"18024","ENSG00000199196",""
"18025","ENSG00000199197","RN7SKP72"
"18026","ENSG00000199200",""
"18027","ENSG00000199201",""
"18028","ENSG00000199202","RNA5SP289"
"18029","ENSG00000199203",""
"18030","ENSG00000199204",""
"18031","ENSG00000199212","RNU105C"
"18032","ENSG00000199217","RNU6-1123P"
"18033","ENSG00000199218","RN7SKP184"
"18034","ENSG00000199219","RNU6-500P"
"18035","ENSG00000199220",""
"18036","ENSG00000199222",""
"18037","ENSG00000199223",""
"18038","ENSG00000199224",""
"18039","ENSG00000199226","RNU6-50P"
"18040","ENSG00000199231",""
"18041","ENSG00000199237","RNU6-834P"
"18042","ENSG00000199240","RNA5SP46"
"18043","ENSG00000199241",""
"18044","ENSG00000199245",""
"18045","ENSG00000199246","RNU6-896P"
"18046","ENSG00000199248","RNU6-28P"
"18047","ENSG00000199251","RNU6-664P"
"18048","ENSG00000199260","RNU6-874P"
"18049","ENSG00000199263",""
"18050","ENSG00000199266","SNORA60"
"18051","ENSG00000199270","RNA5S12"
"18052","ENSG00000199272","RNU6-349P"
"18053","ENSG00000199273",""
"18054","ENSG00000199276","RNA5SP26"
"18055","ENSG00000199279","RNU6-661P"
"18056","ENSG00000199282",""
"18057","ENSG00000199283","RNU1-58P"
"18058","ENSG00000199285",""
"18059","ENSG00000199286","RNU6-1094P"
"18060","ENSG00000199289","RNU6-502P"
"18061","ENSG00000199290",""
"18062","ENSG00000199291",""
"18063","ENSG00000199293","SNORA21"
"18064","ENSG00000199295","RNU6-1312P"
"18065","ENSG00000199299","RNA5SP430"
"18066","ENSG00000199301","RNU6-208P"
"18067","ENSG00000199303",""
"18068","ENSG00000199306","RNU6-858P"
"18069","ENSG00000199308","RNU6-222P"
"18070","ENSG00000199311","SNORD115-34"
"18071","ENSG00000199313","RNU4-82P"
"18072","ENSG00000199315","RNA5SP347"
"18073","ENSG00000199318","RNA5SP52"
"18074","ENSG00000199319","RN7SKP25"
"18075","ENSG00000199321",""
"18076","ENSG00000199322","RNA5SP183"
"18077","ENSG00000199325","RNU4-39P"
"18078","ENSG00000199326","RNU6-1298P"
"18079","ENSG00000199327","RNU6-230P"
"18080","ENSG00000199331",""
"18081","ENSG00000199332",""
"18082","ENSG00000199334","RNA5S11"
"18083","ENSG00000199335","RNU6-204P"
"18084","ENSG00000199337","RNA5S3"
"18085","ENSG00000199347","RNU5E-1"
"18086","ENSG00000199348","RNU6-766P"
"18087","ENSG00000199349",""
"18088","ENSG00000199350","RNA5SP432"
"18089","ENSG00000199352","RNA5S1"
"18090","ENSG00000199354","RNA5SP273"
"18091","ENSG00000199357",""
"18092","ENSG00000199360","RNU6-1115P"
"18093","ENSG00000199361","RNU1-150P"
"18094","ENSG00000199362",""
"18095","ENSG00000199363","SNORA63E"
"18096","ENSG00000199364","RNA5SP327"
"18097","ENSG00000199366",""
"18098","ENSG00000199368","RNU6-1084P"
"18099","ENSG00000199370",""
"18100","ENSG00000199373","RNA5SP453"
"18101","ENSG00000199377","RNU5F-1"
"18102","ENSG00000199378",""
"18103","ENSG00000199381","RNU6-79P"
"18104","ENSG00000199385","RNU6-369P"
"18105","ENSG00000199390","SNORD114-7"
"18106","ENSG00000199392",""
"18107","ENSG00000199394","RNU6-600P"
"18108","ENSG00000199395","RNA5SP93"
"18109","ENSG00000199396","RNA5S5"
"18110","ENSG00000199398",""
"18111","ENSG00000199400","RNY4P19"
"18112","ENSG00000199402","RNA5SP308"
"18113","ENSG00000199405","SNORA1B"
"18114","ENSG00000199407","RNA5SP301"
"18115","ENSG00000199409",""
"18116","ENSG00000199410",""
"18117","ENSG00000199411",""
"18118","ENSG00000199415","RNA5SP370"
"18119","ENSG00000199420","RN7SKP170"
"18120","ENSG00000199422","VTRNA3-1P"
"18121","ENSG00000199424",""
"18122","ENSG00000199426","RNU1-108P"
"18123","ENSG00000199436","SNORD9"
"18124","ENSG00000199440",""
"18125","ENSG00000199442",""
"18126","ENSG00000199444",""
"18127","ENSG00000199446","RNU6-543P"
"18128","ENSG00000199448","RNU6-845P"
"18129","ENSG00000199450","RNA5SP276"
"18130","ENSG00000199453","SNORD115-12"
"18131","ENSG00000199454","RNA5SP388"
"18132","ENSG00000199455","RNA5SP191"
"18133","ENSG00000199458","RNU4-35P"
"18134","ENSG00000199459",""
"18135","ENSG00000199460","RNU6-1216P"
"18136","ENSG00000199461",""
"18137","ENSG00000199466",""
"18138","ENSG00000199468","RNU6-556P"
"18139","ENSG00000199469","RNU1-62P"
"18140","ENSG00000199470",""
"18141","ENSG00000199471",""
"18142","ENSG00000199472",""
"18143","ENSG00000199473",""
"18144","ENSG00000199474",""
"18145","ENSG00000199475","RN7SKP104"
"18146","ENSG00000199476",""
"18147","ENSG00000199477","SNORA31"
"18148","ENSG00000199480","RNA5SP389"
"18149","ENSG00000199482","RNU6-633P"
"18150","ENSG00000199483","RNU4-15P"
"18151","ENSG00000199487",""
"18152","ENSG00000199488","RNU1-70P"
"18153","ENSG00000199489","SNORD115-25"
"18154","ENSG00000199490",""
"18155","ENSG00000199492","RNU6-1313P"
"18156","ENSG00000199497","RNU1-94P"
"18157","ENSG00000199506","RNU6-247P"
"18158","ENSG00000199508","RNA5SP110"
"18159","ENSG00000199509","RNA5SP477"
"18160","ENSG00000199512","RNU6-212P"
"18161","ENSG00000199514","RNU6-235P"
"18162","ENSG00000199515",""
"18163","ENSG00000199516",""
"18164","ENSG00000199520","RNU6-386P"
"18165","ENSG00000199523","RNA5SP226"
"18166","ENSG00000199525","RNA5SP295"
"18167","ENSG00000199529","RNU6-462P"
"18168","ENSG00000199530",""
"18169","ENSG00000199535","RNA5SP305"
"18170","ENSG00000199536","RNU6-315P"
"18171","ENSG00000199540",""
"18172","ENSG00000199545","RNA5SP195"
"18173","ENSG00000199546",""
"18174","ENSG00000199550",""
"18175","ENSG00000199551","RNU6-545P"
"18176","ENSG00000199552",""
"18177","ENSG00000199556","RNA5SP361"
"18178","ENSG00000199562","RNU6-37P"
"18179","ENSG00000199564","RNA5SP502"
"18180","ENSG00000199565",""
"18181","ENSG00000199566",""
"18182","ENSG00000199567",""
"18183","ENSG00000199568","RNU5A-1"
"18184","ENSG00000199570","RNU6-228P"
"18185","ENSG00000199571",""
"18186","ENSG00000199572","RNA5SP174"
"18187","ENSG00000199574","SNORD18C"
"18188","ENSG00000199575","SNORD114-1"
"18189","ENSG00000199577","RNU6-822P"
"18190","ENSG00000199580",""
"18191","ENSG00000199584",""
"18192","ENSG00000199585","RNA5SP119"
"18193","ENSG00000199591",""
"18194","ENSG00000199592","RNA5SP321"
"18195","ENSG00000199593","SNORD114-14"
"18196","ENSG00000199594","RNU6-1301P"
"18197","ENSG00000199595",""
"18198","ENSG00000199598","RNU6-859P"
"18199","ENSG00000199601","RNU6-562P"
"18200","ENSG00000199603","RNU6-951P"
"18201","ENSG00000199605","RNY4P24"
"18202","ENSG00000199609","RNA5SP124"
"18203","ENSG00000199620","RNA5SP258"
"18204","ENSG00000199622","RN7SKP20"
"18205","ENSG00000199626","RNU6-989P"
"18206","ENSG00000199627","RNU6-1010P"
"18207","ENSG00000199629","RNU1-14P"
"18208","ENSG00000199630",""
"18209","ENSG00000199631","SNORD33"
"18210","ENSG00000199633",""
"18211","ENSG00000199634","RNU4-79P"
"18212","ENSG00000199635",""
"18213","ENSG00000199636",""
"18214","ENSG00000199638","RNA5SP319"
"18215","ENSG00000199640","RN7SKP294"
"18216","ENSG00000199643","RNU4-90P"
"18217","ENSG00000199645","RNU6-1330P"
"18218","ENSG00000199646","RNU6-1272P"
"18219","ENSG00000199652","RNU1-35P"
"18220","ENSG00000199664","RNU6-1266P"
"18221","ENSG00000199666","SNORD3G"
"18222","ENSG00000199667",""
"18223","ENSG00000199668",""
"18224","ENSG00000199672","RNU4-21P"
"18225","ENSG00000199673","SNORD16"
"18226","ENSG00000199674","RNU6-862P"
"18227","ENSG00000199676",""
"18228","ENSG00000199677",""
"18229","ENSG00000199683","RN7SKP185"
"18230","ENSG00000199687","RNU1-38P"
"18231","ENSG00000199691","RN7SKP173"
"18232","ENSG00000199695","RNU6-1128P"
"18233","ENSG00000199697","RNU6-446P"
"18234","ENSG00000199698",""
"18235","ENSG00000199700","RNU6-223P"
"18236","ENSG00000199701",""
"18237","ENSG00000199702","RNU6-170P"
"18238","ENSG00000199704","SNORD115-29"
"18239","ENSG00000199705",""
"18240","ENSG00000199709","RNU4-23P"
"18241","ENSG00000199710",""
"18242","ENSG00000199711",""
"18243","ENSG00000199712","SNORD115-2"
"18244","ENSG00000199713",""
"18245","ENSG00000199715",""
"18246","ENSG00000199716",""
"18247","ENSG00000199719","RN7SKP74"
"18248","ENSG00000199728","RNU6-655P"
"18249","ENSG00000199730","RN7SKP95"
"18250","ENSG00000199731","RNU6-1079P"
"18251","ENSG00000199732",""
"18252","ENSG00000199733","RNA5SP307"
"18253","ENSG00000199735","RNU6-227P"
"18254","ENSG00000199739","RNU6-552P"
"18255","ENSG00000199740",""
"18256","ENSG00000199744","SNORD36A"
"18257","ENSG00000199751",""
"18258","ENSG00000199753","SNORD104"
"18259","ENSG00000199755",""
"18260","ENSG00000199756",""
"18261","ENSG00000199762",""
"18262","ENSG00000199764",""
"18263","ENSG00000199765","RNU6-363P"
"18264","ENSG00000199767","RNU6-78P"
"18265","ENSG00000199771","RNA5SP426"
"18266","ENSG00000199773","RNU1-76P"
"18267","ENSG00000199780",""
"18268","ENSG00000199781",""
"18269","ENSG00000199782","SNORD115-9"
"18270","ENSG00000199783",""
"18271","ENSG00000199784","RNU6-1287P"
"18272","ENSG00000199785","SNORA52"
"18273","ENSG00000199786","RNA5SP188"
"18274","ENSG00000199787","SNORA80C"
"18275","ENSG00000199788","RNY3P2"
"18276","ENSG00000199790","RNU6-836P"
"18277","ENSG00000199791","RNU6-451P"
"18278","ENSG00000199792","RNU6-1233P"
"18279","ENSG00000199796","RNU6-924P"
"18280","ENSG00000199797",""
"18281","ENSG00000199798","SNORD114-5"
"18282","ENSG00000199801",""
"18283","ENSG00000199803","RNU6-1159P"
"18284","ENSG00000199804","RNA5SP383"
"18285","ENSG00000199805","RNU1-134P"
"18286","ENSG00000199806","RNA5SP491"
"18287","ENSG00000199809","RNA5SP374"
"18288","ENSG00000199812","RNU6-428P"
"18289","ENSG00000199814","RNU6-1260P"
"18290","ENSG00000199815",""
"18291","ENSG00000199824","RNU6-199P"
"18292","ENSG00000199827","RNU6-1290P"
"18293","ENSG00000199831","RN7SKP291"
"18294","ENSG00000199832",""
"18295","ENSG00000199833","SNORD115-21"
"18296","ENSG00000199836","RNU1-47P"
"18297","ENSG00000199839","RNA5SP150"
"18298","ENSG00000199840",""
"18299","ENSG00000199843","RNA5SP358"
"18300","ENSG00000199845","RNA5SP375"
"18301","ENSG00000199846","RNU1-72P"
"18302","ENSG00000199849","RNU5F-6P"
"18303","ENSG00000199851",""
"18304","ENSG00000199855","RNU6-490P"
"18305","ENSG00000199856",""
"18306","ENSG00000199857",""
"18307","ENSG00000199858","RNU6-1120P"
"18308","ENSG00000199859","RNU6-582P"
"18309","ENSG00000199862",""
"18310","ENSG00000199865","RNU6-495P"
"18311","ENSG00000199866",""
"18312","ENSG00000199867",""
"18313","ENSG00000199870",""
"18314","ENSG00000199872","RNU6-942P"
"18315","ENSG00000199874","RNA5SP452"
"18316","ENSG00000199875",""
"18317","ENSG00000199878","RN7SKP149"
"18318","ENSG00000199879","RNVU1-22"
"18319","ENSG00000199880","RNU6-888P"
"18320","ENSG00000199881",""
"18321","ENSG00000199883","RN7SKP90"
"18322","ENSG00000199884",""
"18323","ENSG00000199885","RNU6-330P"
"18324","ENSG00000199886","RNU6-249P"
"18325","ENSG00000199890",""
"18326","ENSG00000199892","RNU1-17P"
"18327","ENSG00000199894",""
"18328","ENSG00000199895",""
"18329","ENSG00000199899",""
"18330","ENSG00000199901",""
"18331","ENSG00000199903","RNU6-1273P"
"18332","ENSG00000199905","RNU6-492P"
"18333","ENSG00000199906","RNU5B-2P"
"18334","ENSG00000199910","RNA5S10"
"18335","ENSG00000199911",""
"18336","ENSG00000199912",""
"18337","ENSG00000199913",""
"18338","ENSG00000199914","SNORD114-16"
"18339","ENSG00000199920","RNU4-44P"
"18340","ENSG00000199921","RNU6-161P"
"18341","ENSG00000199924","RNU6-1252P"
"18342","ENSG00000199927",""
"18343","ENSG00000199929","RNA5SP405"
"18344","ENSG00000199932","RNU1-18P"
"18345","ENSG00000199933","RNY1P16"
"18346","ENSG00000199934",""
"18347","ENSG00000199936",""
"18348","ENSG00000199938",""
"18349","ENSG00000199940","RN7SKP75"
"18350","ENSG00000199942","SNORD114-19"
"18351","ENSG00000199944","RNU6-653P"
"18352","ENSG00000199949",""
"18353","ENSG00000199953","RNA5SP443"
"18354","ENSG00000199959",""
"18355","ENSG00000199960","SNORD115-14"
"18356","ENSG00000199961","SNORD1B"
"18357","ENSG00000199962",""
"18358","ENSG00000199963","RNU6-605P"
"18359","ENSG00000199964",""
"18360","ENSG00000199968","SNORD115-19"
"18361","ENSG00000199970","SNORD115-3"
"18362","ENSG00000199971","RNU6-797P"
"18363","ENSG00000199975","RN7SKP243"
"18364","ENSG00000199977",""
"18365","ENSG00000199979",""
"18366","ENSG00000199985","RNA5SP264"
"18367","ENSG00000199986","RNU6-486P"
"18368","ENSG00000199990","VTRNA1-1"
"18369","ENSG00000199994","RNA5SP145"
"18370","ENSG00000200003","RNU6-986P"
"18371","ENSG00000200008",""
"18372","ENSG00000200011",""
"18373","ENSG00000200013","RNU6-623P"
"18374","ENSG00000200021","RNA5SP448"
"18375","ENSG00000200024",""
"18376","ENSG00000200026",""
"18377","ENSG00000200028","RNA5SP98"
"18378","ENSG00000200029","RNU6-642P"
"18379","ENSG00000200033","RNU6-403P"
"18380","ENSG00000200034","RNU4-73P"
"18381","ENSG00000200036","RNA5SP65"
"18382","ENSG00000200040",""
