"","ensembl_gene_id","hgnc_symbol"
"45365","ENSG00000259735",""
"45366","ENSG00000259736","CRTC3-AS1"
"45367","ENSG00000259737",""
"45368","ENSG00000259738","ZNF444P1"
"45369","ENSG00000259740",""
"45370","ENSG00000259742",""
"45371","ENSG00000259743",""
"45372","ENSG00000259744",""
"45373","ENSG00000259746","HSPE1P3"
"45374","ENSG00000259749","NCAPGP2"
"45375","ENSG00000259750","NSA2P4"
"45376","ENSG00000259751","TUBAP11"
"45377","ENSG00000259753",""
"45378","ENSG00000259754",""
"45379","ENSG00000259755",""
"45380","ENSG00000259756",""
"45381","ENSG00000259757",""
"45382","ENSG00000259759",""
"45383","ENSG00000259760",""
"45384","ENSG00000259762",""
"45385","ENSG00000259763","LINC02157"
"45386","ENSG00000259764","PCSK6-AS1"
"45387","ENSG00000259767",""
"45388","ENSG00000259768",""
"45389","ENSG00000259769",""
"45390","ENSG00000259770",""
"45391","ENSG00000259771",""
"45392","ENSG00000259772",""
"45393","ENSG00000259773",""
"45394","ENSG00000259774",""
"45395","ENSG00000259775",""
"45396","ENSG00000259776",""
"45397","ENSG00000259779","LINC01922"
"45398","ENSG00000259780",""
"45399","ENSG00000259781","HMGB1P6"
"45400","ENSG00000259782",""
"45401","ENSG00000259783","LINC02259"
"45402","ENSG00000259784",""
"45403","ENSG00000259786","LINC02109"
"45404","ENSG00000259788",""
"45405","ENSG00000259789",""
"45406","ENSG00000259790","ANP32BP1"
"45407","ENSG00000259791",""
"45408","ENSG00000259792",""
"45409","ENSG00000259793",""
"45410","ENSG00000259797",""
"45411","ENSG00000259798",""
"45412","ENSG00000259800",""
"45413","ENSG00000259802",""
"45414","ENSG00000259803","SLC22A31"
"45415","ENSG00000259804",""
"45416","ENSG00000259805",""
"45417","ENSG00000259807",""
"45418","ENSG00000259810",""
"45419","ENSG00000259813",""
"45420","ENSG00000259814",""
"45421","ENSG00000259815","LINC02769"
"45422","ENSG00000259817",""
"45423","ENSG00000259818",""
"45424","ENSG00000259819",""
"45425","ENSG00000259820",""
"45426","ENSG00000259821",""
"45427","ENSG00000259822",""
"45428","ENSG00000259823","LYPD8"
"45429","ENSG00000259826",""
"45430","ENSG00000259827",""
"45431","ENSG00000259828",""
"45432","ENSG00000259831","LINC00567"
"45433","ENSG00000259832","CYP4A26P"
"45434","ENSG00000259833",""
"45435","ENSG00000259834",""
"45436","ENSG00000259836","AGGF1P6"
"45437","ENSG00000259837","LINC01904"
"45438","ENSG00000259838","ELOCP2"
"45439","ENSG00000259840",""
"45440","ENSG00000259841","LINC01566"
"45441","ENSG00000259842","IGHV3OR16-16"
"45442","ENSG00000259843",""
"45443","ENSG00000259844","GNPATP"
"45444","ENSG00000259845","HERC2P10"
"45445","ENSG00000259846",""
"45446","ENSG00000259847","LINC02126"
"45447","ENSG00000259848",""
"45448","ENSG00000259849","VENTXP1"
"45449","ENSG00000259852","IGHV1OR16-2"
"45450","ENSG00000259854",""
"45451","ENSG00000259855",""
"45452","ENSG00000259856","RAB43P1"
"45453","ENSG00000259861",""
"45454","ENSG00000259862",""
"45455","ENSG00000259863","SH3RF3-AS1"
"45456","ENSG00000259864",""
"45457","ENSG00000259865",""
"45458","ENSG00000259866",""
"45459","ENSG00000259867",""
"45460","ENSG00000259868",""
"45461","ENSG00000259869",""
"45462","ENSG00000259870",""
"45463","ENSG00000259871",""
"45464","ENSG00000259873",""
"45465","ENSG00000259874",""
"45466","ENSG00000259876",""
"45467","ENSG00000259877",""
"45468","ENSG00000259878",""
"45469","ENSG00000259881",""
"45470","ENSG00000259882",""
"45471","ENSG00000259883","EHD4-AS1"
"45472","ENSG00000259884","NR4A1AS"
"45473","ENSG00000259887","FIGNL2-DT"
"45474","ENSG00000259889",""
"45475","ENSG00000259890","DNM1P50"
"45476","ENSG00000259891",""
"45477","ENSG00000259892",""
"45478","ENSG00000259895",""
"45479","ENSG00000259897","FRG2JP"
"45480","ENSG00000259899",""
"45481","ENSG00000259900",""
"45482","ENSG00000259904","ACTG1P15"
"45483","ENSG00000259905","PWRN1"
"45484","ENSG00000259906",""
"45485","ENSG00000259907",""
"45486","ENSG00000259909",""
"45487","ENSG00000259910",""
"45488","ENSG00000259912",""
"45489","ENSG00000259914",""
"45490","ENSG00000259915",""
"45491","ENSG00000259916",""
"45492","ENSG00000259917","HNRNPLP2"
"45493","ENSG00000259918","NDUFA5P11"
"45494","ENSG00000259920",""
"45495","ENSG00000259921",""
"45496","ENSG00000259922",""
"45497","ENSG00000259923",""
"45498","ENSG00000259924",""
"45499","ENSG00000259925",""
"45500","ENSG00000259926",""
"45501","ENSG00000259928",""
"45502","ENSG00000259929",""
"45503","ENSG00000259931",""
"45504","ENSG00000259932",""
"45505","ENSG00000259933",""
"45506","ENSG00000259934",""
"45507","ENSG00000259935",""
"45508","ENSG00000259937",""
"45509","ENSG00000259939",""
"45510","ENSG00000259940",""
"45511","ENSG00000259941",""
"45512","ENSG00000259943",""
"45513","ENSG00000259944","CDRT7"
"45514","ENSG00000259945",""
"45515","ENSG00000259946",""
"45516","ENSG00000259947","LINC02124"
"45517","ENSG00000259948",""
"45518","ENSG00000259950",""
"45519","ENSG00000259952",""
"45520","ENSG00000259953",""
"45521","ENSG00000259954","IL21R-AS1"
"45522","ENSG00000259955",""
"45523","ENSG00000259956","RBM15B"
"45524","ENSG00000259959",""
"45525","ENSG00000259961",""
"45526","ENSG00000259962",""
"45527","ENSG00000259963",""
"45528","ENSG00000259964","THSD4-AS1"
"45529","ENSG00000259966","FAM153DP"
"45530","ENSG00000259967",""
"45531","ENSG00000259968",""
"45532","ENSG00000259969",""
"45533","ENSG00000259970",""
"45534","ENSG00000259972",""
"45535","ENSG00000259974","LINC00261"
"45536","ENSG00000259976",""
"45537","ENSG00000259977",""
"45538","ENSG00000259978","MRPS21P8"
"45539","ENSG00000259979","VN1R68P"
"45540","ENSG00000259981",""
"45541","ENSG00000259982","CDC37P1"
"45542","ENSG00000259983",""
"45543","ENSG00000259984",""
"45544","ENSG00000259985",""
"45545","ENSG00000259986",""
"45546","ENSG00000259987","DUX4L46"
"45547","ENSG00000259989",""
"45548","ENSG00000259990",""
"45549","ENSG00000259992",""
"45550","ENSG00000259993",""
"45551","ENSG00000259994",""
"45552","ENSG00000259995",""
"45553","ENSG00000259996","RARRES2P8"
"45554","ENSG00000259997","IGHV1OR16-4"
"45555","ENSG00000259998",""
"45556","ENSG00000259999",""
"45557","ENSG00000260000",""
"45558","ENSG00000260001","TGFBR3L"
"45559","ENSG00000260003",""
"45560","ENSG00000260004",""
"45561","ENSG00000260005",""
"45562","ENSG00000260007",""
"45563","ENSG00000260008",""
"45564","ENSG00000260009","LINC02130"
"45565","ENSG00000260010","ZNF720P1"
"45566","ENSG00000260011",""
"45567","ENSG00000260012",""
"45568","ENSG00000260014","LSM3P5"
"45569","ENSG00000260015",""
"45570","ENSG00000260017",""
"45571","ENSG00000260018",""
"45572","ENSG00000260019","LINC01992"
"45573","ENSG00000260021",""
"45574","ENSG00000260022",""
"45575","ENSG00000260024","MRPS21P7"
"45576","ENSG00000260025","CRIM1-DT"
"45577","ENSG00000260026","LINC02189"
"45578","ENSG00000260027","HOXB7"
"45579","ENSG00000260029",""
"45580","ENSG00000260030",""
"45581","ENSG00000260031","RPL10P14"
"45582","ENSG00000260032","NORAD"
"45583","ENSG00000260033",""
"45584","ENSG00000260034","LCMT1-AS2"
"45585","ENSG00000260035",""
"45586","ENSG00000260036",""
"45587","ENSG00000260037",""
"45588","ENSG00000260038",""
"45589","ENSG00000260041",""
"45590","ENSG00000260042",""
"45591","ENSG00000260046",""
"45592","ENSG00000260047","BCAP31P2"
"45593","ENSG00000260048","IGHV1OR16-3"
"45594","ENSG00000260051",""
"45595","ENSG00000260052",""
"45596","ENSG00000260053","ABCB10P4"
"45597","ENSG00000260057","LINC01571"
"45598","ENSG00000260058",""
"45599","ENSG00000260059",""
"45600","ENSG00000260060",""
"45601","ENSG00000260062","GOLGA2P11"
"45602","ENSG00000260063",""
"45603","ENSG00000260064",""
"45604","ENSG00000260066",""
"45605","ENSG00000260067","MTND4LP25"
"45606","ENSG00000260068",""
"45607","ENSG00000260070",""
"45608","ENSG00000260071",""
"45609","ENSG00000260072",""
"45610","ENSG00000260073",""
"45611","ENSG00000260075","NSFP1"
"45612","ENSG00000260077",""
"45613","ENSG00000260078",""
"45614","ENSG00000260081",""
"45615","ENSG00000260082",""
"45616","ENSG00000260083","MIR762HG"
"45617","ENSG00000260084",""
"45618","ENSG00000260086",""
"45619","ENSG00000260087","PCMTD1P2"
"45620","ENSG00000260088","DDX59-AS1"
"45621","ENSG00000260089","ADAM3B"
"45622","ENSG00000260090",""
"45623","ENSG00000260091",""
"45624","ENSG00000260092",""
"45625","ENSG00000260093",""
"45626","ENSG00000260094","LINC00564"
"45627","ENSG00000260095",""
"45628","ENSG00000260096","DNM1P33"
"45629","ENSG00000260097","SPDYE6"
"45630","ENSG00000260100",""
"45631","ENSG00000260101",""
"45632","ENSG00000260102","LINC01070"
"45633","ENSG00000260103",""
"45634","ENSG00000260104",""
"45635","ENSG00000260105","AOC4P"
"45636","ENSG00000260107",""
"45637","ENSG00000260108",""
"45638","ENSG00000260109",""
"45639","ENSG00000260111",""
"45640","ENSG00000260112",""
"45641","ENSG00000260113",""
"45642","ENSG00000260115",""
"45643","ENSG00000260118",""
"45644","ENSG00000260120",""
"45645","ENSG00000260121",""
"45646","ENSG00000260122",""
"45647","ENSG00000260123","CARMAL"
"45648","ENSG00000260125","AGBL1-AS1"
"45649","ENSG00000260126",""
"45650","ENSG00000260128","ULK4P2"
"45651","ENSG00000260131","LINC00556"
"45652","ENSG00000260132",""
"45653","ENSG00000260133","CA5AP1"
"45654","ENSG00000260134","C1QL1P1"
"45655","ENSG00000260135","MMP2-AS1"
"45656","ENSG00000260136",""
"45657","ENSG00000260137",""
"45658","ENSG00000260139","CSPG4P13"
"45659","ENSG00000260141",""
"45660","ENSG00000260142",""
"45661","ENSG00000260144",""
"45662","ENSG00000260145",""
"45663","ENSG00000260146",""
"45664","ENSG00000260147","MTND5P34"
"45665","ENSG00000260148",""
"45666","ENSG00000260151","LINC02673"
"45667","ENSG00000260152",""
"45668","ENSG00000260153","RARRES2P10"
"45669","ENSG00000260156",""
"45670","ENSG00000260157",""
"45671","ENSG00000260158",""
"45672","ENSG00000260159",""
"45673","ENSG00000260160",""
"45674","ENSG00000260161","MTCYBP28"
"45675","ENSG00000260162",""
"45676","ENSG00000260163",""
"45677","ENSG00000260165",""
"45678","ENSG00000260166",""
"45679","ENSG00000260167",""
"45680","ENSG00000260170",""
"45681","ENSG00000260171",""
"45682","ENSG00000260172","LINC01413"
"45683","ENSG00000260173",""
"45684","ENSG00000260174","SYNGR2P1"
"45685","ENSG00000260176",""
"45686","ENSG00000260177",""
"45687","ENSG00000260179",""
"45688","ENSG00000260182",""
"45689","ENSG00000260183",""
"45690","ENSG00000260184",""
"45691","ENSG00000260185",""
"45692","ENSG00000260186","LINC02137"
"45693","ENSG00000260187","PPIAP48"
"45694","ENSG00000260188",""
"45695","ENSG00000260190",""
"45696","ENSG00000260192","LINC02240"
"45697","ENSG00000260193","LINC02846"
"45698","ENSG00000260194",""
"45699","ENSG00000260196",""
"45700","ENSG00000260197",""
"45701","ENSG00000260198",""
"45702","ENSG00000260201",""
"45703","ENSG00000260202",""
"45704","ENSG00000260205",""
"45705","ENSG00000260206",""
"45706","ENSG00000260207","DUX4L47"
"45707","ENSG00000260209",""
"45708","ENSG00000260211",""
"45709","ENSG00000260212",""
"45710","ENSG00000260213","CENPN-AS1"
"45711","ENSG00000260217",""
"45712","ENSG00000260218",""
"45713","ENSG00000260219","CD2BP2-DT"
"45714","ENSG00000260220","CCDC187"
"45715","ENSG00000260223",""
"45716","ENSG00000260224","UBL5P4"
"45717","ENSG00000260228",""
"45718","ENSG00000260229","PPIAP51"
"45719","ENSG00000260230","FRRS1L"
"45720","ENSG00000260231","KDM7A-DT"
"45721","ENSG00000260232","PWRN4"
"45722","ENSG00000260233","ZNRD2-AS1"
"45723","ENSG00000260234",""
"45724","ENSG00000260235",""
"45725","ENSG00000260236",""
"45726","ENSG00000260237",""
"45727","ENSG00000260238","PMF1-BGLAP"
"45728","ENSG00000260239","LINC02533"
"45729","ENSG00000260240","APOOP5"
"45730","ENSG00000260242",""
"45731","ENSG00000260244",""
"45732","ENSG00000260246",""
"45733","ENSG00000260247","SUB1P4"
"45734","ENSG00000260249",""
"45735","ENSG00000260251",""
"45736","ENSG00000260252",""
"45737","ENSG00000260253",""
"45738","ENSG00000260254",""
"45739","ENSG00000260255",""
"45740","ENSG00000260256",""
"45741","ENSG00000260257",""
"45742","ENSG00000260258",""
"45743","ENSG00000260259","LINC02166"
"45744","ENSG00000260260","SNHG19"
"45745","ENSG00000260261",""
"45746","ENSG00000260262",""
"45747","ENSG00000260264","LINC02194"
"45748","ENSG00000260265","LINC02562"
"45749","ENSG00000260266","PPIAP46"
"45750","ENSG00000260267",""
"45751","ENSG00000260268","LINC00919"
"45752","ENSG00000260269",""
"45753","ENSG00000260271",""
"45754","ENSG00000260272",""
"45755","ENSG00000260273",""
"45756","ENSG00000260274",""
"45757","ENSG00000260275",""
"45758","ENSG00000260276",""
"45759","ENSG00000260277",""
"45760","ENSG00000260278",""
"45761","ENSG00000260279",""
"45762","ENSG00000260280","SLX1B-SULT1A4"
"45763","ENSG00000260281","ITFG1-AS1"
"45764","ENSG00000260282","EIF4EBP2P2"
"45765","ENSG00000260284","TPSP2"
"45766","ENSG00000260285",""
"45767","ENSG00000260286","ARMH2"
"45768","ENSG00000260287","TBC1D3G"
"45769","ENSG00000260288",""
"45770","ENSG00000260289",""
"45771","ENSG00000260290",""
"45772","ENSG00000260291","FRG2GP"
"45773","ENSG00000260293",""
"45774","ENSG00000260296",""
"45775","ENSG00000260298","ACTG1P16"
"45776","ENSG00000260302","LINC01882"
"45777","ENSG00000260303",""
"45778","ENSG00000260304",""
"45779","ENSG00000260305","NTRK3-AS1"
"45780","ENSG00000260306",""
"45781","ENSG00000260307","PABPC1P13"
"45782","ENSG00000260308",""
"45783","ENSG00000260310",""
"45784","ENSG00000260311",""
"45785","ENSG00000260312",""
"45786","ENSG00000260314","MRC1"
"45787","ENSG00000260316",""
"45788","ENSG00000260317",""
"45789","ENSG00000260318","COX6CP1"
"45790","ENSG00000260322",""
"45791","ENSG00000260325","HSPB9"
"45792","ENSG00000260326","PHBP21"
"45793","ENSG00000260327","ACTR3BP3"
"45794","ENSG00000260328",""
"45795","ENSG00000260329",""
"45796","ENSG00000260331",""
"45797","ENSG00000260332",""
"45798","ENSG00000260335",""
"45799","ENSG00000260337",""
"45800","ENSG00000260338","LINC01570"
"45801","ENSG00000260339","HEXA-AS1"
"45802","ENSG00000260340","LINC02176"
"45803","ENSG00000260341","C2orf69P2"
"45804","ENSG00000260342",""
"45805","ENSG00000260343","LINC01043"
"45806","ENSG00000260344",""
"45807","ENSG00000260345",""
"45808","ENSG00000260347","MOCS1P1"
"45809","ENSG00000260348",""
"45810","ENSG00000260349",""
"45811","ENSG00000260350",""
"45812","ENSG00000260351",""
"45813","ENSG00000260352",""
"45814","ENSG00000260357","DNM1P34"
"45815","ENSG00000260360",""
"45816","ENSG00000260361",""
"45817","ENSG00000260362",""
"45818","ENSG00000260364",""
"45819","ENSG00000260366",""
"45820","ENSG00000260367",""
"45821","ENSG00000260368",""
"45822","ENSG00000260369",""
"45823","ENSG00000260370",""
"45824","ENSG00000260371",""
"45825","ENSG00000260372","AQP4-AS1"
"45826","ENSG00000260375",""
"45827","ENSG00000260377",""
"45828","ENSG00000260378",""
"45829","ENSG00000260379",""
"45830","ENSG00000260381",""
"45831","ENSG00000260382",""
"45832","ENSG00000260385",""
"45833","ENSG00000260386","LDC1P"
"45834","ENSG00000260387",""
"45835","ENSG00000260388","LINC00562"
"45836","ENSG00000260389","WBP11P1"
"45837","ENSG00000260390",""
"45838","ENSG00000260391",""
"45839","ENSG00000260392",""
"45840","ENSG00000260393",""
"45841","ENSG00000260394","LINC02867"
"45842","ENSG00000260395",""
"45843","ENSG00000260398",""
"45844","ENSG00000260399",""
"45845","ENSG00000260400",""
"45846","ENSG00000260401",""
"45847","ENSG00000260402",""
"45848","ENSG00000260403",""
"45849","ENSG00000260404",""
"45850","ENSG00000260405",""
"45851","ENSG00000260406",""
"45852","ENSG00000260409",""
"45853","ENSG00000260410",""
"45854","ENSG00000260412",""
"45855","ENSG00000260413",""
"45856","ENSG00000260414",""
"45857","ENSG00000260416",""
"45858","ENSG00000260417",""
"45859","ENSG00000260418",""
"45860","ENSG00000260419",""
"45861","ENSG00000260420","LINC02182"
"45862","ENSG00000260422",""
"45863","ENSG00000260423","LINC02367"
"45864","ENSG00000260425",""
"45865","ENSG00000260426",""
"45866","ENSG00000260427","AGGF1P9"
"45867","ENSG00000260428","SCX"
"45868","ENSG00000260430",""
"45869","ENSG00000260431",""
"45870","ENSG00000260433","LINC01917"
"45871","ENSG00000260436",""
"45872","ENSG00000260438",""
"45873","ENSG00000260439","LMF1-AS1"
"45874","ENSG00000260440","LINC01544"
"45875","ENSG00000260441",""
"45876","ENSG00000260442","ATP2A1-AS1"
"45877","ENSG00000260443",""
"45878","ENSG00000260444",""
"45879","ENSG00000260445",""
"45880","ENSG00000260447",""
"45881","ENSG00000260448","LCMT1-AS1"
"45882","ENSG00000260450","LINC02134"
"45883","ENSG00000260451","GEMIN8P2"
"45884","ENSG00000260452","TPRKBP2"
"45885","ENSG00000260454",""
"45886","ENSG00000260455","NBAT1"
"45887","ENSG00000260456","C16orf95"
"45888","ENSG00000260457",""
"45889","ENSG00000260458","KCNJ18"
"45890","ENSG00000260459","FTLP14"
"45891","ENSG00000260460",""
"45892","ENSG00000260461",""
"45893","ENSG00000260464",""
"45894","ENSG00000260465",""
"45895","ENSG00000260466",""
"45896","ENSG00000260467",""
"45897","ENSG00000260468","LINC01290"
"45898","ENSG00000260469","INSYN1-AS1"
"45899","ENSG00000260470",""
"45900","ENSG00000260471","PPIAP49"
"45901","ENSG00000260472",""
"45902","ENSG00000260473",""
"45903","ENSG00000260475",""
"45904","ENSG00000260476",""
"45905","ENSG00000260477","LINC01584"
"45906","ENSG00000260478",""
"45907","ENSG00000260479",""
"45908","ENSG00000260480","C2orf69P4"
"45909","ENSG00000260482",""
"45910","ENSG00000260483",""
"45911","ENSG00000260484",""
"45912","ENSG00000260487",""
"45913","ENSG00000260488",""
"45914","ENSG00000260490","MYL12BP1"
"45915","ENSG00000260492","CISTR"
"45916","ENSG00000260493",""
"45917","ENSG00000260494",""
"45918","ENSG00000260495",""
"45919","ENSG00000260496",""
"45920","ENSG00000260497",""
"45921","ENSG00000260498",""
"45922","ENSG00000260500",""
"45923","ENSG00000260504",""
"45924","ENSG00000260505",""
"45925","ENSG00000260507",""
"45926","ENSG00000260509",""
"45927","ENSG00000260510",""
"45928","ENSG00000260511",""
"45929","ENSG00000260514",""
"45930","ENSG00000260515",""
"45931","ENSG00000260516",""
"45932","ENSG00000260517",""
"45933","ENSG00000260518","BMS1P8"
"45934","ENSG00000260519",""
"45935","ENSG00000260520",""
"45936","ENSG00000260522",""
"45937","ENSG00000260524","CYP3A52P"
"45938","ENSG00000260525",""
"45939","ENSG00000260526",""
"45940","ENSG00000260528","FAM157C"
"45941","ENSG00000260530",""
"45942","ENSG00000260532",""
"45943","ENSG00000260534",""
"45944","ENSG00000260536",""
"45945","ENSG00000260537",""
"45946","ENSG00000260540","ABHD17AP8"
"45947","ENSG00000260541",""
"45948","ENSG00000260542",""
"45949","ENSG00000260545",""
"45950","ENSG00000260549","MT1L"
"45951","ENSG00000260550",""
"45952","ENSG00000260551","PWRN2"
"45953","ENSG00000260552","COSMOC"
"45954","ENSG00000260555",""
"45955","ENSG00000260558",""
"45956","ENSG00000260563",""
"45957","ENSG00000260564",""
"45958","ENSG00000260565","ERVK13-1"
"45959","ENSG00000260566",""
"45960","ENSG00000260568",""
"45961","ENSG00000260569",""
"45962","ENSG00000260570",""
"45963","ENSG00000260571","BNIP3P5"
"45964","ENSG00000260572",""
"45965","ENSG00000260573",""
"45966","ENSG00000260574",""
"45967","ENSG00000260575",""
"45968","ENSG00000260576","EIF5A2P1"
"45969","ENSG00000260577",""
"45970","ENSG00000260578",""
"45971","ENSG00000260579",""
"45972","ENSG00000260580",""
"45973","ENSG00000260581",""
"45974","ENSG00000260582","TPST2P1"
"45975","ENSG00000260583",""
"45976","ENSG00000260584",""
"45977","ENSG00000260585",""
"45978","ENSG00000260586",""
"45979","ENSG00000260588",""
"45980","ENSG00000260589","STAM-AS1"
"45981","ENSG00000260590",""
"45982","ENSG00000260592",""
"45983","ENSG00000260593",""
"45984","ENSG00000260594",""
"45985","ENSG00000260595","OR4C49P"
"45986","ENSG00000260596","DUX4"
"45987","ENSG00000260597",""
"45988","ENSG00000260598","FRG2IP"
"45989","ENSG00000260599",""
"45990","ENSG00000260600",""
"45991","ENSG00000260601",""
"45992","ENSG00000260602","HMGN2P40"
"45993","ENSG00000260604",""
"45994","ENSG00000260605",""
"45995","ENSG00000260608",""
"45996","ENSG00000260610",""
"45997","ENSG00000260611",""
"45998","ENSG00000260612",""
"45999","ENSG00000260613",""
"46000","ENSG00000260615","RPL23AP97"
"46001","ENSG00000260616",""
"46002","ENSG00000260617",""
"46003","ENSG00000260618",""
"46004","ENSG00000260619",""
"46005","ENSG00000260620",""
"46006","ENSG00000260621",""
"46007","ENSG00000260622",""
"46008","ENSG00000260624",""
"46009","ENSG00000260625",""
"46010","ENSG00000260626",""
"46011","ENSG00000260628",""
"46012","ENSG00000260629","BGLT3"
"46013","ENSG00000260630","SNAI3-AS1"
"46014","ENSG00000260631","RBM22P12"
"46015","ENSG00000260633",""
"46016","ENSG00000260634",""
"46017","ENSG00000260635",""
"46018","ENSG00000260639",""
"46019","ENSG00000260640",""
"46020","ENSG00000260641",""
"46021","ENSG00000260642",""
"46022","ENSG00000260643",""
"46023","ENSG00000260644","HERC2P5"
"46024","ENSG00000260645",""
"46025","ENSG00000260646",""
"46026","ENSG00000260647",""
"46027","ENSG00000260648",""
"46028","ENSG00000260649",""
"46029","ENSG00000260650",""
"46030","ENSG00000260651",""
"46031","ENSG00000260653",""
"46032","ENSG00000260657",""
"46033","ENSG00000260658",""
"46034","ENSG00000260659",""
"46035","ENSG00000260660",""
"46036","ENSG00000260661",""
"46037","ENSG00000260662",""
"46038","ENSG00000260664",""
"46039","ENSG00000260668",""
"46040","ENSG00000260669",""
"46041","ENSG00000260670",""
"46042","ENSG00000260671",""
"46043","ENSG00000260672",""
"46044","ENSG00000260673",""
"46045","ENSG00000260674",""
"46046","ENSG00000260675","TCERG1P2"
"46047","ENSG00000260676","LINC01541"
"46048","ENSG00000260677",""
"46049","ENSG00000260678",""
"46050","ENSG00000260679",""
"46051","ENSG00000260680","AGGF1P5"
"46052","ENSG00000260681",""
"46053","ENSG00000260682","RN7SKP176"
"46054","ENSG00000260683",""
"46055","ENSG00000260685",""
"46056","ENSG00000260686",""
"46057","ENSG00000260688",""
"46058","ENSG00000260689","HNRNPA3P11"
"46059","ENSG00000260690","CYCSP39"
"46060","ENSG00000260691","ANKRD20A1"
"46061","ENSG00000260693",""
"46062","ENSG00000260694",""
"46063","ENSG00000260695",""
"46064","ENSG00000260698",""
"46065","ENSG00000260701",""
"46066","ENSG00000260702",""
"46067","ENSG00000260704","LINC00543"
"46068","ENSG00000260706",""
"46069","ENSG00000260708",""
"46070","ENSG00000260710",""
"46071","ENSG00000260711",""
"46072","ENSG00000260714",""
"46073","ENSG00000260715",""
"46074","ENSG00000260719",""
"46075","ENSG00000260720","LINC01243"
"46076","ENSG00000260721",""
"46077","ENSG00000260722","VN1R67P"
"46078","ENSG00000260723",""
"46079","ENSG00000260724","VN1R69P"
"46080","ENSG00000260725",""
"46081","ENSG00000260726","KLF8P1"
"46082","ENSG00000260727","SLC7A5P1"
"46083","ENSG00000260729",""
"46084","ENSG00000260731","KRT8P22"
"46085","ENSG00000260733",""
"46086","ENSG00000260734","TLE7"
"46087","ENSG00000260735",""
"46088","ENSG00000260737","LINC01227"
"46089","ENSG00000260738","LINC00554"
"46090","ENSG00000260739",""
"46091","ENSG00000260740",""
"46092","ENSG00000260741",""
"46093","ENSG00000260742",""
"46094","ENSG00000260743",""
"46095","ENSG00000260744",""
"46096","ENSG00000260746","KIF18BP1"
"46097","ENSG00000260747",""
"46098","ENSG00000260750",""
"46099","ENSG00000260751",""
"46100","ENSG00000260755",""
"46101","ENSG00000260756",""
"46102","ENSG00000260757",""
"46103","ENSG00000260759",""
"46104","ENSG00000260761",""
"46105","ENSG00000260762","ACSM5P1"
"46106","ENSG00000260763",""
"46107","ENSG00000260764",""
"46108","ENSG00000260765","CES1P2"
"46109","ENSG00000260771",""
"46110","ENSG00000260772",""
"46111","ENSG00000260773",""
"46112","ENSG00000260774",""
"46113","ENSG00000260776",""
"46114","ENSG00000260777",""
"46115","ENSG00000260778",""
"46116","ENSG00000260779",""
"46117","ENSG00000260780",""
"46118","ENSG00000260781","ARHGAP23P1"
"46119","ENSG00000260782",""
"46120","ENSG00000260784",""
"46121","ENSG00000260785","CASC17"
"46122","ENSG00000260786",""
"46123","ENSG00000260788",""
"46124","ENSG00000260790",""
"46125","ENSG00000260792","LINC02280"
"46126","ENSG00000260793",""
"46127","ENSG00000260795",""
"46128","ENSG00000260796",""
"46129","ENSG00000260797",""
"46130","ENSG00000260798",""
"46131","ENSG00000260799","KRT8P50"
"46132","ENSG00000260802","SERTM2"
"46133","ENSG00000260803",""
"46134","ENSG00000260804","LINC01963"
"46135","ENSG00000260805",""
"46136","ENSG00000260806",""
"46137","ENSG00000260807","CEROX1"
"46138","ENSG00000260808",""
"46139","ENSG00000260809","VPS35P1"
"46140","ENSG00000260810",""
"46141","ENSG00000260811","OR4C45"
"46142","ENSG00000260812","RARRES2P7"
"46143","ENSG00000260814",""
"46144","ENSG00000260815","PPIAP47"
"46145","ENSG00000260816",""
"46146","ENSG00000260817",""
"46147","ENSG00000260818","UNGP1"
"46148","ENSG00000260823",""
"46149","ENSG00000260827",""
"46150","ENSG00000260828","HMGB3P32"
"46151","ENSG00000260830",""
"46152","ENSG00000260832",""
"46153","ENSG00000260834",""
"46154","ENSG00000260835",""
"46155","ENSG00000260836",""
"46156","ENSG00000260838",""
"46157","ENSG00000260840","LINC01964"
"46158","ENSG00000260844",""
"46159","ENSG00000260845",""
"46160","ENSG00000260846","FRG2HP"
"46161","ENSG00000260847",""
"46162","ENSG00000260848",""
"46163","ENSG00000260850",""
"46164","ENSG00000260851",""
"46165","ENSG00000260852","FBXL19-AS1"
"46166","ENSG00000260853",""
"46167","ENSG00000260854","LINC02184"
"46168","ENSG00000260855",""
"46169","ENSG00000260857",""
"46170","ENSG00000260858",""
"46171","ENSG00000260859",""
"46172","ENSG00000260860",""
"46173","ENSG00000260861",""
"46174","ENSG00000260862",""
"46175","ENSG00000260863","CYP2C60P"
"46176","ENSG00000260864","ABHD17AP7"
"46177","ENSG00000260865",""
"46178","ENSG00000260866",""
"46179","ENSG00000260867",""
"46180","ENSG00000260868","LINC01960"
"46181","ENSG00000260870","NDUFB10P1"
"46182","ENSG00000260871",""
"46183","ENSG00000260874",""
"46184","ENSG00000260876","LINC01229"
"46185","ENSG00000260877",""
"46186","ENSG00000260878",""
"46187","ENSG00000260879",""
"46188","ENSG00000260880","HCCAT5"
"46189","ENSG00000260882",""
"46190","ENSG00000260883","VN1R65P"
"46191","ENSG00000260884",""
"46192","ENSG00000260886","TAT-AS1"
"46193","ENSG00000260887","CASC22"
"46194","ENSG00000260889","CKBP1"
"46195","ENSG00000260891",""
"46196","ENSG00000260892",""
